540.9,1382
476.7,1614
436.5,1852
372.0,2514
341.7,3444
322.5,4428
287.0,5494
235.0,6517
177.4,7370
133.7,8042
101.0,8592
73.0,9290
59.5,10946
55.0,14243
60.5,19155
77.5,24274
104.7,28600
143.7,32036
199.7,33722
274.6,33151
357.0,30476
464.0,25797
546.6,20196
612.1,15378
700.1,11541
750.7,10057
812.3,8753
